idx	word	raw	pos	infl	lookup	parent	deri	idk	js
62.7	atkullaak#N	atkullaak	N	[Abs.Sg]		62	__laag(N__)		{}
62.8	atkuperaaq#N	atkuperaaq	N	[Abs.Sg]		62	__eragh(N__)		{}
62.9	atkupiik#N	atkupiik	N	[Abs.Sg]		62	__ig(N__)		{}
62.1	atkugraghaaq#N	atkugraghaaq	N	[Abs.Sg]		62	#NAME?		{}
62.11	atkurraak#N	atkurraak	N	[Abs.Sg]		62	__raag(N__)		{}
62.12	atkukelghii#N	atkukelghii	N	[Abs.Sg]		62.11	@__ghii(V__)		{}
62.13	atkukaquuq#V	atkukaquuq	V	[Ind.Intr]^[3Sg]		62.11	~(g)aqe(V__)		{}
									
63	qiiqw#N	qiiqw	N	[Abs.Sg]					{}
63.1	qiighwllaak#N	qiighwllaak	N	[Abs.Sg]		63	__hllag(N__)		{}
63.2	qiighwllalguuq#V	qiighwllalguuq	V	[Ind.Intr]^[3Sg]		63.1	__gu(N__)		{}
									
64	uughqaghtaaq#N	uughqaghtaaq	N	[Abs.Sg]					{}
64.1	uughqaghtaghllaak#N	uughqaghtaghllaak	N	[Abs.Sg]		64	__hllag(N__)		{}
									
65	iqalluuk#N	iqalluuk	N	[Abs.Sg]					{}
65.1	iqallugnaggaaq#N	iqallugnaggaaq	N	[Abs.Sg]		65	__hnaggagh*(N__)		{}
									
66	aghnalqwaaq#N	aghnalqwaaq	N	[Abs.Sg]					{}
66.1	aghnalqwaaghnaggaaq#N	aghnalqwaaghnaggaaq	N	[Abs.Sg]		66	__hnaggagh*(N__)		{}
66.2	aghnalqwaasluvegaaq#N	aghnalqwaasluvegaaq	N	[Abs.Sg]		66	__luvegagh(N__)		{}
									
67	igughtuuq#V	igughtuuq	V	[Ind.Intr]^[3Sg]					{}
67.1	igughpagtuuq#V	igughpagtuuq	V	[Ind.Intr]^[3Sg]		67	@__hpagte(V__)		{}
67.2	igughpagtuuq#V	igughpagtuuq	V	[Ind.Intr]^[3Sg]		67	@__hpagte(V__)		{}
									
68	nighughtuuq#V	nighughtuuq	V	[Ind.Intr]^[3Sg]					{}
68.1	nighughpagtuuq#V	nighughpagtuuq	V	[Ind.Intr]^[3Sg]		68	@__hpagte(V__)		{}
									
69	suughtuuq#V	suughtuuq	V	[Ind.Intr]^[3Sg]					{}
69.1	suughpagtuuq#V	suughpagtuuq	V	[Ind.Intr]^[3Sg]		69	@__hpagte(V__)		{}
									
70	nenguuq#V	nenguuq	V	[Ind.Intr]^[3Sg]					{}
70.1	nengpagtuuq#V	nengpagtuuq	V	[Ind.Intr]^[3Sg]		70	@__hpagte(V__)		{}
									
71	nuugtuuq#V	nuugtuuq	V	[Ind.Intr]^[3Sg]					{}
71.1	nuugpagtuuq#V	nuugpagtuuq	V	[Ind.Intr]^[3Sg]		71	@__hpagte(V__)		{}
									
72	amqeghtuuq#V	amqeghtuuq	V	[Ind.Intr]^[3Sg]					{}
72.1	amqeghpagtuuq#V	amqeghpagtuuq	V	[Ind.Intr]^[3Sg]		72	@__hpagte(V__)		{}
72.2	amqeghtegka#N	amqeghtegka	N	[Abs.Sg]		72	@~_(g)ke(V__)		{}
72.3	amqeghtegka#N	amqeghtegka	N	[Abs.Sg]		72	@~_(g)ke(V__)		{}
72.4	amqeghtegka#N	amqeghtegka	N	[Abs.Sg]		72	@~_(g)ke(V__)		{}
72.5	amqeghtegka#N	amqeghtegka	N	[Abs.Sg]		72	@~_(g)ke(V__)		{}
									
73	maalghuuk#N	maalghuuk	N	[Abs.Sg]					{}
73.1	maalghugquuq#V	maalghugquuq	V	[Ind.Intr]^[3Sg]		73	__hqe(NUM__)		{}
									
74	pingayut#N	pingayut	N	[Abs.Sg]					{}
74.1	pingayughquuq#V	pingayughquuq	V	[Ind.Intr]^[3Sg]		74	__hqe(NUM__)		{}
74.2	pingayughquuq#V	pingayughquuq	V	[Ind.Intr]^[3Sg]		74	__hqe(NUM__)		{}
74.3	pingayugneq#N	pingayugneq	N	[Abs.Sg]		74	__negh(NUM__)		{}
74.4	pingayugneq#N	pingayugneq	N	[Abs.Sg]		74	__negh(NUM__)		{}
									
75	repa#N	repa	N	[Abs.Sg]					{}
75.1	repaghquuq#V	repaghquuq	V	[Ind.Intr]^[3Sg]		75	__hqu(N__)		{}
									
76	siqlugaaq#N	siqlugaaq	N	[Abs.Sg]					{}
76.1	siqlugaghquuq#V	siqlugaghquuq	V	[Ind.Intr]^[3Sg]		76	__hqu(N__)		{}
									
77	alla#N	alla	N	[Abs.Sg]					{}
77.1	allaghquutuuq#V	allaghquutuuq	V	[Ind.Intr]^[3Sg]		77	__hquute(N__)		{}
									
78	eslalluuk#N	eslalluuk	N	[Abs.Sg]					{}
78.1	eslallughquutuuq#V	eslallughquutuuq	V	[Ind.Intr]^[3Sg]		78	__hquute(N__)		{}
78.2	eslalluguuq#V	eslalluguuq	V	[Ind.Intr]^[3Sg]		78	~:(ng)u(N__)		{}
78.3	eslallugughtuuq#V	eslallugughtuuq	V	[Ind.Intr]^[3Sg]		78	~:(ng)ughte(N__)		{}
									
79	angyaghtuuq#V	angyaghtuuq	V	[Ind.Intr]^[3Sg]					{}
79.1	angyaghraagtuuq#V	angyaghraagtuuq	V	[Ind.Intr]^[3Sg]		79	__hraag(V__)		{}
79.2	angyaghlaataghtuuq#V	angyaghlaataghtuuq	V	[Ind.Intr]^[3Sg]		79	@~flaatagh(V__)		{}
79.3	angyallek#N	angyallek	N	[Abs.Sg]		79	__leg(V__)		{}
79.4	angyangllaghtuuq#V	angyangllaghtuuq	V	[Ind.Intr]^[3Sg]		79	__gllagh(V__)		{}
79.5	angyaghtulliiq#V	angyaghtulliiq	V	[Ind.Intr]^[3Sg]		79	#NAME?		{}
79.6	angyaghyuwhaaghtuuq#V	angyaghyuwhaaghtuuq	V	[Ind.Intr]^[3Sg]		79	@~fyuwhaagh(V__)		{}
79.7	angyaghlaataghtuuq#V	angyaghlaataghtuuq	V	[Ind.Intr]^[3Sg]		79	@~flaatagh(V__)		{}
79.8	angyanghituuq#V	angyanghituuq	V	[Ind.Intr]^[3Sg]		79	@__ghite(V__)		{}
79.9	angyanghilimaaq#V	angyanghilimaaq	V	[Ind.Intr]^[3Sg]		79.8	@~:(i/u)ma(V__)		{}
									
80	meghtuuq#V	meghtuuq	V	[Ind.Intr]^[3Sg]					{}
80.1	meghraagtuuq#V	meghraagtuuq	V	[Ind.Intr]^[3Sg]		80	__hraag(V__)		{}
									
81	ghevuuq#V	ghevuuq	V	[Ind.Intr]^[3Sg]					{}
81.1	ghevraagtuuq#V	ghevraagtuuq	V	[Ind.Intr]^[3Sg]		81	__hraag(V__)		{}
									
82	aqlagha#N	aqlagha	N	[Abs.Sg]					{}
82.1	aqlaghaghraagtuuq#V	aqlaghaghraagtuuq	V	[Ind.Intr]^[3Sg]		82	__hraag(N__)		{}
82.2	aqlaghaghtuuq#V	aqlaghaghtuuq	V	[Ind.Intr]^[3Sg]		82	__hte(N__)		{}
82.3	aqlaghaghtuuq#V	aqlaghaghtuuq	V	[Ind.Intr]^[3Sg]		82	__hte(N__)		{}
82.4	aqlaghasughtuuq#V	aqlaghasughtuuq	V	[Ind.Intr]^[3Sg]		82	#NAME?		{}
									
83	aastuuq#V	aastuuq	V	[Ind.Intr]^[3Sg]					{}
83.1	aastughraagtuuq#V	aastughraagtuuq	V	[Ind.Intr]^[3Sg]		83	__hraag(V__)		{}
									
84	ighivaghtuuq#V	ighivaghtuuq	V	[Ind.Intr]^[3Sg]					{}
84.1	ighivaghraagtuuq#V	ighivaghraagtuuq	V	[Ind.Intr]^[3Sg]		84	__hraag(V__)		{}
									
85	iqallugtuuq#V	iqallugtuuq	V	[Ind.Intr]^[3Sg]					{}
85.1	iqallugteghraagtuuq#V	iqallugteghraagtuuq	V	[Ind.Intr]^[3Sg]		85	__hraag(V__)		{}
									
86	kiivuuq#V	kiivuuq	V	[Ind.Intr]^[3Sg]					{}
86.1	kiiveghraagtuuq#V	kiiveghraagtuuq	V	[Ind.Intr]^[3Sg]		86	__hraag(V__)		{}
									
87	liigikuuq#V	liigikuuq	V	[Ind.Intr]^[3Sg]					{}
87.1	liigikeghraagtuuq#V	liigikeghraagtuuq	V	[Ind.Intr]^[3Sg]		87	__hraag(V__)		{}
87.2	liigiketaghtuuq#V	liigiketaghtuuq	V	[Ind.Intr]^[3Sg]		87	#NAME?		{}
									
88	tenguuq#V	tenguuq	V	[Ind.Intr]^[3Sg]					{}
88.1	tengeghruguuq#V	tengeghruguuq	V	[Ind.Intr]^[3Sg]		88	__hrug(V__)		{}
88.2	tengeghrugumaaq#V	tengeghrugumaaq	V	[Ind.Intr]^[3Sg]		88.1	@~:(i/u)ma(V__)		{}
									
89	mangteghaaq#N	mangteghaaq	N	[Abs.Sg]					{}
89.1	mangteghaghrugllaak#N	mangteghaghrugllaak	N	[Abs.Sg]		89	__hrugllag(N__)		{}
89.2	mangteghaghrugllaak#N	mangteghaghrugllaak	N	[Abs.Sg]		89	__hrugllag(N__)		{}
89.3	mangteghaghrukutaaghllaak#N	mangteghaghrukutaaghllaak	N	[Abs.Sg]		89	__hrukutaaghllag(N__)		{}
89.4	mangteghiightuuq#V	mangteghiightuuq	V	[Ind.Intr]^[3Sg]		89	___igh(N__)		{}
89.5	mangteghaghrugllaak#N	mangteghaghrugllaak	N	[Abs.Sg]		89	__hrugllag(N__)		{}
89.6	mangteghaliightuuq#V	mangteghaliightuuq	V	[Ind.Intr]^[3Sg]		89	__iigh(N__)		{}
89.7	mangteghangestaaq#N	mangteghangestaaq	N	[Abs.Sg]		89	__gestagh(N__)		{}
89.8	mangteghangestaaq#N	mangteghangestaaq	N	[Abs.Sg]		89	__gestagh(N__)		{}
89.9	mangteghangllaghtuuq#V	mangteghangllaghtuuq	V	[Ind.Intr]^[3Sg]		89	__gllagh(N__)		{}
89.1	mangtegharraak#N	mangtegharraak	N	[Abs.Sg]		89	__raag(N__)		{}
89.11	mangteghaghsiiq#V	mangteghaghsiiq	V	[Ind.Intr]^[3Sg]		89	#NAME?		{}
89.12	mangteghaghtuqaaq#N	mangteghaghtuqaaq	N	[Abs.Sg]		89	#NAME?		{}
89.13	mangteghangllaghtuuq#V	mangteghangllaghtuuq	V	[Ind.Intr]^[3Sg]		89	__gllagh(N__)		{}
89.14	mangteghiighyuwhaaghtuuq#V	mangteghiighyuwhaaghtuuq	V	[Ind.Intr]^[3Sg]		89.13	@~fyuwhaagh(V__)		{}
89.15	mangteghaghrugllalguuq#V	mangteghaghrugllalguuq	V	[Ind.Intr]^[3Sg]		89.14	__gu(N__)		{}
89.16	mangteghaghrugllangllaghtuuq#V	mangteghaghrugllangllaghtuuq	V	[Ind.Intr]^[3Sg]		89.14	__gllagh(N__)		{}
89.17	mangteghaliighyuwhaaghtuuq#V	mangteghaliighyuwhaaghtuuq	V	[Ind.Intr]^[3Sg]		89.16	@~fyuwhaagh(V__)		{}
89.18	mangteghiighyuwhaalleq#N	mangteghiighyuwhaalleq	N	[Abs.Sg]		89.17	__legh(V__)		{}
89.19	mangteghaghrugllangllaghyugtuuq#V	mangteghaghrugllangllaghyugtuuq	V	[Ind.Intr]^[3Sg]		89.18	@~fyug(V__)		{}
89.2	mangteghaliighyuwhaalleq#N	mangteghaliighyuwhaalleq	N	[Abs.Sg]		89.19	__legh(V__)		{}
89.21	mangteghaghrugllangllaghyunghituuq#V	mangteghaghrugllangllaghyunghituuq	V	[Ind.Intr]^[3Sg]		89.2	@__ghite(V__)		{}
									
90	nenglu#N	nenglu	N	[Abs.Sg]					{}
90.1	nenglughrukutaaq#N	nenglughrukutaaq	N	[Abs.Sg]		90	__hrukutaagh(N__)		{}
90.2	nenglungiighhaaq#N	nenglungiighhaaq	N	[Abs.Sg]		90	~fngiighhagh*(N__)		{}
									
91	quyngiiq#N	quyngiiq	N	[Abs.Sg]					{}
91.1	quyngighrukutaaq#N	quyngighrukutaaq	N	[Abs.Sg]		91	__hrukutaagh(N__)		{}
91.2	quyngighyaghtuuq#V	quyngighyaghtuuq	V	[Ind.Intr]^[3Sg]		91	@~fyagh(N__)		{}
									
92	nutaghaaq#N	nutaghaaq	N	[Abs.Sg]					{}
92.1	nutaghaghtuuq#V	nutaghaghtuuq	V	[Ind.Intr]^[3Sg]		92	__hte(N__)		{}
									
93	nuqutuuq#V	nuqutuuq	V	[Ind.Intr]^[3Sg]					{}
93.1	nuqutughtuuq#V	nuqutughtuuq	V	[Ind.Intr]^[3Sg]		93	__hte(V__)		{}
									
94	iqetuuq#V	iqetuuq	V	[Ind.Intr]^[3Sg]					{}
94.1	iqetughtuuq#V	iqetughtuuq	V	[Ind.Intr]^[3Sg]		94	__hte(V__)		{}
									
95	kaviiq#N	kaviiq	N	[Abs.Sg]					{}
95.1	kavightuuq#V	kavightuuq	V	[Ind.Intr]^[3Sg]		95	__hte(N__)		{}
									
96	qelmeghtuuq#V	qelmeghtuuq	V	[Ind.Intr]^[3Sg]					{}
96.1	qelmeghtuuq#V	qelmeghtuuq	V	[Ind.Intr]^[3Sg]		96	__hte(V__)		{}
96.2	qelmeghtuuq#V	qelmeghtuuq	V	[Ind.Intr]^[3Sg]		96	__hte(V__)		{}
									
97	tangeghtuuq#V	tangeghtuuq	V	[Ind.Intr]^[3Sg]					{}
97.1	tangeghtughtuuq#V	tangeghtughtuuq	V	[Ind.Intr]^[3Sg]		97	__hte(V__)		{}
									
98	muuga#N	muuga	N	[Abs.Sg]					{}
98.1	muugaghtuuq#V	muugaghtuuq	V	[Ind.Intr]^[3Sg]		98	__hte(N__)		{}
									
99	segeq#N	segeq	N	[Abs.Sg]					{}
99.1	segeghtuuq#V	segeghtuuq	V	[Ind.Intr]^[3Sg]		99	__hte(N__)		{}
									
100	qanlengiiq#V	qanlengiiq	V	[Ind.Intr]^[3Sg]					{}
100.1	qanlengightuuq#V	qanlengightuuq	V	[Ind.Intr]^[3Sg]		100	__hte(V__)		{}
									
101	inghuuq#V	inghuuq	V	[Ind.Intr]^[3Sg]					{}
101.1	inghungwaaghtuuq#V	inghungwaaghtuuq	V	[Ind.Intr]^[3Sg]		101	~_(ghw/ngw/w)aagh(V__)		{}
101.2	inghukaq#N	inghukaq	N	[Abs.Sg]		101	@~_(g)kagh(V__)		{}
101.3	inghusighwaaghtuuq#V	inghusighwaaghtuuq	V	[Ind.Intr]^[3Sg]		101	__ighwaagh(V__)		{}
101.4	inghutuuq#V	inghutuuq	V	[Ind.Intr]^[3Sg]		101	@~:(u)te(V__)		{}
101.5	inghuyaghtuuq#V	inghuyaghtuuq	V	[Ind.Intr]^[3Sg]		101	@~fyagh(V__)		{}
101.6	inghuyaghqaq#N	inghuyaghqaq	N	[Abs.Sg]		101	@~fyaghqagh(V__)		{}
101.7	inghutuuq#V	inghutuuq	V	[Ind.Intr]^[3Sg]		101	@~:(u)te(V__)		{}
101.8	inghuyaghtuuq#V	inghuyaghtuuq	V	[Ind.Intr]^[3Sg]		101	@~fyagh(V__)		{}
101.9	inghuyaghtughtuuq#V	inghuyaghtughtuuq	V	[Ind.Intr]^[3Sg]		101	@~fyaghtugh(V__)		{}
									
102	allegtuuq#V	allegtuuq	V	[Ind.Intr]^[3Sg]					{}
102.1	aallwaaghtuuq#V	aallwaaghtuuq	V	[Ind.Intr]^[3Sg]		102	~_(ghw/ngw/w)aagh(V__)		{}
102.2	aalkataghaghtuuq#V	aalkataghaghtuuq	V	[Ind.Intr]^[3Sg]		102	~__ataghagh(V__)		{}
102.3	allegtestuuq#V	allegtestuuq	V	[Ind.Intr]^[3Sg]		102	+(te)ste(CmpdVbl)		{}
									
103	esghaghtuuq#V	esghaghtuuq	V	[Ind.Intr]^[3Sg]					{}
103.1	esghaghwaaghtuuq#V	esghaghwaaghtuuq	V	[Ind.Intr]^[3Sg]		103	~_(ghw/ngw/w)aagh(V__)		{}
103.2	esghaqa#N	esghaqa	N	[Abs.Sg]		103	@~_(g)ke(V__)		{}
103.3	esghaqa#N	esghaqa	N	[Abs.Sg]		103	@~_(g)ke(V__)		{}
103.4	esghaqaquuq#V	esghaqaquuq	V	[Ind.Intr]^[3Sg]		103	@~_(g)kaqe(V__)		{}
103.5	esghaqaqsaghtuuq#V	esghaqaqsaghtuuq	V	[Ind.Intr]^[3Sg]		103	@~_(g)kaqsagh(V__)		{}
103.6	esghaqaayaghtuuq#V	esghaqaayaghtuuq	V	[Ind.Intr]^[3Sg]		103	@~_(g)kaayagh(V__)		{}
103.7	esghaghllequuq#V	esghaghllequuq	V	[Ind.Intr]^[3Sg]		103	@lleqe(V__)		{}
103.8	esghaqa#N	esghaqa	N	[Abs.Sg]		103	@~_(g)ke(V__)		{}
103.9	esghaamaaq#V	esghaamaaq	V	[Ind.Intr]^[3Sg]		103	@~:(i/u)ma(V__)		{}
103.1	esghaatuuq#V	esghaatuuq	V	[Ind.Intr]^[3Sg]		103	@~:(u)te(V__)		{}
103.11	esghaghyugtuuq#V	esghaghyugtuuq	V	[Ind.Intr]^[3Sg]		103	@~fyug(V__)		{}
103.12	esghaamangituuq#V	esghaamangituuq	V	[Ind.Intr]^[3Sg]		103	@~:(i/u)mangite(V__)		{}
103.13	esghiigwatuuq#V	esghiigwatuuq	V	[Ind.Intr]^[3Sg]		103	@~:(ng)igate(V__)		{}
103.14	esghaghyugaquuq#V	esghaghyugaquuq	V	[Ind.Intr]^[3Sg]		103.13	~(g)aqe(V__)		{}
103.15	esghiigwatngwaaghtuuq#V	esghiigwatngwaaghtuuq	V	[Ind.Intr]^[3Sg]		103.14	~_(ghw/ngw/w)aagh(V__)		{}
103.16	esghaghyugaqenghituuq#V	esghaghyugaqenghituuq	V	[Ind.Intr]^[3Sg]		103.15	@__ghite(V__)		{}
									
104	igaghtuuq#V	igaghtuuq	V	[Ind.Intr]^[3Sg]					{}
104.1	igaghwaaghtuuq#V	igaghwaaghtuuq	V	[Ind.Intr]^[3Sg]		104	~_(ghw/ngw/w)aagh(V__)		{}
104.2	igalleq#N	igalleq	N	[Abs.Sg]		104	__legh(V__)		{}
104.3	igaghta#N	igaghta	N	[Abs.Sg]		104	+(s)ta(V__)		{}
104.4	igaghviik#N	igaghviik	N	[Abs.Sg]		104	@~fvig(V__)		{}
104.5	igaghyaghtuuq#V	igaghyaghtuuq	V	[Ind.Intr]^[3Sg]		104	@~fyagh(V__)		{}
104.6	igaghyaghqaq#N	igaghyaghqaq	N	[Abs.Sg]		104	@~fyaghqagh(V__)		{}
									
105	siku#N	siku	N	[Abs.Sg]					{}
105.1	sikungwaaq#N	sikungwaaq	N	[Abs.Sg]		105	~_(ghw/ngw/w)aagh(N__)		{}
105.2	sikungightuuq#V	sikungightuuq	V	[Ind.Intr]^[3Sg]		105	~:(ng)igh(N__)		{}
105.3	sikungiituuq#V	sikungiituuq	V	[Ind.Intr]^[3Sg]		105	~:(ng)i:ghute(N__)		{}
105.4	sikuperegwaaq#N	sikuperegwaaq	N	[Abs.Sg]		105	__erewaagh(N__)		{}
105.5	sikuqituuq#V	sikuqituuq	V	[Ind.Intr]^[3Sg]		105	~__ite(N__)		{}
105.6	sikullu#N	sikullu	N	[Abs.Sg]		105	#NAME?		{}
									
106	neqa#N	neqa	N	[Abs.Sg]					{}
106.1	neqngwaaq#N	neqngwaaq	N	[Abs.Sg]		106	~_(ghw/ngw/w)aagh(N__)		{}
106.2	neqekraak#N	neqekraak	N	[Abs.Sg]		106	__rag(N__)		{}
106.3	neqekwaaq#N	neqekwaaq	N	[Abs.Sg]		106	#NAME?		{}
106.4	neqelghutaaq#N	neqelghutaaq	N	[Abs.Sg]		106	__ghutagh(N__)		{}
106.5	neqelightuuq#V	neqelightuuq	V	[Ind.Intr]^[3Sg]		106	__igh(N__)		{}
106.6	neqelluuk#N	neqelluuk	N	[Abs.Sg]		106	__lug(N__)		{}
106.7	neqenguuq#V	neqenguuq	V	[Ind.Intr]^[3Sg]		106	__ge(N__)		{}
106.8	neqnguuq#V	neqnguuq	V	[Ind.Intr]^[3Sg]		106	~:(ng)u(N__)		{}
106.9	neqepiik#N	neqepiik	N	[Abs.Sg]		106	__ig(N__)		{}
106.1	neqesiightuuq#V	neqesiightuuq	V	[Ind.Intr]^[3Sg]		106	#NAME?		{}
106.11	neqetuuq#V	neqetuuq	V	[Ind.Intr]^[3Sg]		106	#NAME?		{}
									
107	siguta#N	siguta	N	[Abs.Sg]					{}
107.1	sigutngwaaq#N	sigutngwaaq	N	[Abs.Sg]		107	~_(ghw/ngw/w)aagh(N__)		{}
107.2	sigutngituuq#V	sigutngituuq	V	[Ind.Intr]^[3Sg]		107	~:(ng)ite(N__)		{}
107.3	sigutngituuq#V	sigutngituuq	V	[Ind.Intr]^[3Sg]		107	~:(ng)ite(N__)		{}
107.4	sigutnguuq#V	sigutnguuq	V	[Ind.Intr]^[3Sg]		107	~:(ng)u(N__)		{}
107.5	sigutfalluuq#N	sigutfalluuq	N	[Abs.Sg]		107	~f(p/v)allugh(N__)		{}
107.6	sigutnguuq#V	sigutnguuq	V	[Ind.Intr]^[3Sg]		107	~:(ng)u(N__)		{}
									
108	qayaaq#N	qayaaq	N	[Abs.Sg]					{}
108.1	qayaghwaaq#N	qayaghwaaq	N	[Abs.Sg]		108	~_(ghw/ngw/w)aagh(N__)		{}
									
109	ateq#N	ateq	N	[Abs.Sg]					{}
109.1	aatghwaaq#N	aatghwaaq	N	[Abs.Sg]		109	~_(ghw/ngw/w)aagh(N__)		{}
109.2	atightuuq#V	atightuuq	V	[Ind.Intr]^[3Sg]		109	___gh(N__)		{}
109.3	aatquuq#V	aatquuq	V	[Ind.Intr]^[3Sg]		109	~__e(N__)		{}
109.4	atelightuuq#V	atelightuuq	V	[Ind.Intr]^[3Sg]		109	__igh(N__)		{}
109.5	atenguuq#V	atenguuq	V	[Ind.Intr]^[3Sg]		109	__ge(N__)		{}
109.6	aatghituuq#V	aatghituuq	V	[Ind.Intr]^[3Sg]		109	~:(ng)ite(N__)		{}
109.7	aatghuuq#V	aatghuuq	V	[Ind.Intr]^[3Sg]		109	~:(ng)u(N__)		{}
109.8	atepiik#N	atepiik	N	[Abs.Sg]		109	__ig(N__)		{}
109.9	aatghituuq#V	aatghituuq	V	[Ind.Intr]^[3Sg]		109	~:(ng)ite(N__)		{}
109.1	aatghituuq#V	aatghituuq	V	[Ind.Intr]^[3Sg]		109	~:(ng)ite(N__)		{}
									
110	tuguuq#V	tuguuq	V	[Ind.Intr]^[3Sg]					{}
110.1	tuguka#N	tuguka	N	[Abs.Sg]		110	@~_(g)ke(V__)		{}
110.2	tugullaaq#N	tugullaaq	N	[Abs.Sg]		110	__legh(V__)		{}
110.3	tugusnanightuuq#V	tugusnanightuuq	V	[Ind.Intr]^[3Sg]		110	+(te)snanigh(CmpdVbl)		{}
110.4	tugutuuq#V	tugutuuq	V	[Ind.Intr]^[3Sg]		110	@~:(u)te(V__)		{}
110.5	tugutuuq#V	tugutuuq	V	[Ind.Intr]^[3Sg]		110	@~:(u)te(V__)		{}
110.6	tugusnanightuuq#V	tugusnanightuuq	V	[Ind.Intr]^[3Sg]		110	+(te)snanigh(CmpdVbl)		{}
110.7	tugusnanighaquuq#V	tugusnanighaquuq	V	[Ind.Intr]^[3Sg]		110.6	~(g)aqe(V__)		{}
									
111	kuuvuuq#V	kuuvuuq	V	[Ind.Intr]^[3Sg]					{}
111.1	kuuvegka#N	kuuvegka	N	[Abs.Sg]		111	@~_(g)ke(V__)		{}
111.2	kuuvegka#N	kuuvegka	N	[Abs.Sg]		111	@~_(g)ke(V__)		{}
111.3	kuuvegkaaguuq#V	kuuvegkaaguuq	V	[Ind.Intr]^[3Sg]		111	@~_(g)kau(V__)		{}
111.4	kuuvegkaaguuq#V	kuuvegkaaguuq	V	[Ind.Intr]^[3Sg]		111	@~_(g)kau(V__)		{}
111.5	kuuvegkaaq#N	kuuvegkaaq	N	[Abs.Sg]		111	@~_(g)kagh(V__)		{}
111.6	kuuvegkaaq#N	kuuvegkaaq	N	[Abs.Sg]		111	@~_(g)kagh(V__)		{}
111.7	kuuviiq#V	kuuviiq	V	[Ind.Intr]^[3Sg]		111	~i(V__)		{}
111.8	kuuvumaaq#V	kuuvumaaq	V	[Ind.Intr]^[3Sg]		111	@~:(i/u)ma(V__)		{}
111.9	kuuvumaaq#V	kuuvumaaq	V	[Ind.Intr]^[3Sg]		111	@~:(i/u)ma(V__)		{}
111.1	kuuvellequuq#V	kuuvellequuq	V	[Ind.Intr]^[3Sg]		111	@lleqe(V__)		{}
111.11	kuuvnaaq#V	kuuvnaaq	V	[Ind.Intr]^[3Sg]		111	@~fna(V__)		{}
111.12	kuuvnaaq#V	kuuvnaaq	V	[Ind.Intr]^[3Sg]		111	@~fna(V__)		{}
111.13	kuuvnanightuuq#V	kuuvnanightuuq	V	[Ind.Intr]^[3Sg]		111	@~fnanigh(V__)		{}
111.14	kuuvnaqutkuuq#V	kuuvnaqutkuuq	V	[Ind.Intr]^[3Sg]		111	@~fnaqutke(V__)		{}
111.15	kuuvenaaq#N	kuuvenaaq	N	[Abs.Sg]		111	@~f__egh(V__)		{}
111.16	kuuvniiq#V	kuuvniiq	V	[Ind.Intr]^[3Sg]		111	@~fni(CmpdVbl)		{}
111.17	kuuvutuuq#V	kuuvutuuq	V	[Ind.Intr]^[3Sg]		111	@~:(u)te(V__)		{}
111.18	kuuvegka#N	kuuvegka	N	[Abs.Sg]		111	@~_(g)ke(V__)		{}
111.19	kuuvegka#N	kuuvegka	N	[Abs.Sg]		111	@~_(g)ke(V__)		{}
111.2	kuuviiq#V	kuuviiq	V	[Ind.Intr]^[3Sg]		111	~i(V__)		{}
111.21	kuuvaquuq#V	kuuvaquuq	V	[Ind.Intr]^[3Sg]		111	~(g)aqe(V__)		{}
111.22	kuuvellequuq#V	kuuvellequuq	V	[Ind.Intr]^[3Sg]		111	@lleqe(V__)		{}
111.23	kuuvnaquuq#V	kuuvnaquuq	V	[Ind.Intr]^[3Sg]		111	@~fnaqe(V__)		{}
111.24	kuuvenghituuq#V	kuuvenghituuq	V	[Ind.Intr]^[3Sg]		111	@__ghite(V__)		{}
111.25	kuuvegkaaq#N	kuuvegkaaq	N	[Abs.Sg]		111	@~_(g)kagh(V__)		{}
111.26	kuuvegkaaq#N	kuuvegkaaq	N	[Abs.Sg]		111	@~_(g)kagh(V__)		{}
									
112	tuqutuuq#V	tuqutuuq	V	[Ind.Intr]^[3Sg]					{}
112.1	tuqutegka#N	tuqutegka	N	[Abs.Sg]		112	@~_(g)ke(V__)		{}
112.2	tuqutegka#N	tuqutegka	N	[Abs.Sg]		112	@~_(g)ke(V__)		{}
112.3	tuqutegka#N	tuqutegka	N	[Abs.Sg]		112	@~_(g)ke(V__)		{}
112.4	tuqutegkaaq#N	tuqutegkaaq	N	[Abs.Sg]		112	@~_(g)kagh(V__)		{}
112.5	tuqutegkaaq#N	tuqutegkaaq	N	[Abs.Sg]		112	@~_(g)kagh(V__)		{}
112.6	tuqutegkaaq#N	tuqutegkaaq	N	[Abs.Sg]		112	@~_(g)kagh(V__)		{}
112.7	tuqutiiq#V	tuqutiiq	V	[Ind.Intr]^[3Sg]		112	~i(V__)		{}
112.8	tuqutmiquuq#V	tuqutmiquuq	V	[Ind.Intr]^[3Sg]		112	@~fmiqe(CmpdVbl)		{}
112.9	tuqunnaaq#V	tuqunnaaq	V	[Ind.Intr]^[3Sg]		112	@~fna(V__)		{}
112.1	tuqunnaaq#V	tuqunnaaq	V	[Ind.Intr]^[3Sg]		112	@~fna(V__)		{}
112.11	tuqunnaanghituuq#V	tuqunnaanghituuq	V	[Ind.Intr]^[3Sg]		112	@~fnaanghite(V__)		{}
