idx	word	raw	pos	infl	lookup	parent	deri	idk	js
19.34	neghesnanightuuq#V	neghesnanightuuq	V	[Ind.Intr]^[3Sg]		19	+(te)snanigh(CmpdVbl)		{}
19.35	neghestuuq#V	neghestuuq	V	[Ind.Intr]^[3Sg]		19	+(te)ste(CmpdVbl)		{}
19.36	neghestuuq#V	neghestuuq	V	[Ind.Intr]^[3Sg]		19	+(te)ste(CmpdVbl)		{}
19.37	neghumaaq#V	neghumaaq	V	[Ind.Intr]^[3Sg]		19	@~:(i/u)ma(V__)		{}
19.38	neghyaagtuuq#V	neghyaagtuuq	V	[Ind.Intr]^[3Sg]		19	@~f__aag(V__)		{}
19.39	neghnaquuq#V	neghnaquuq	V	[Ind.Intr]^[3Sg]		19	@~fnaqe(V__)		{}
19.4	neghyaghqaaq#N	neghyaghqaaq	N	[Abs.Sg]		19	@~fyaghqagh(V__)		{}
19.41	neghesugtuuq#V	neghesugtuuq	V	[Ind.Intr]^[3Sg]		19	+(te)sug(CmpdVbl)		{}
19.42	neghelghii#N	neghelghii	N	[Abs.Sg]		19	@__ghii(V__)		{}
19.43	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.44	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.45	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.46	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.47	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.48	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.49	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.5	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.51	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.52	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.53	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.54	neghegka#N	neghegka	N	[Abs.Sg]		19	@~_(g)ke(V__)		{}
19.55	neghigwatuuq#V	neghigwatuuq	V	[Ind.Intr]^[3Sg]		19	@~:(ng)igate(V__)		{}
19.56	neghnaanghituuq#V	neghnaanghituuq	V	[Ind.Intr]^[3Sg]		19	@~fnaanghite(V__)		{}
19.57	neghnaanghituuq#V	neghnaanghituuq	V	[Ind.Intr]^[3Sg]		19	@~fnaanghite(V__)		{}
19.58	neghaquuq#V	neghaquuq	V	[Ind.Intr]^[3Sg]		19	~(g)aqe(V__)		{}
19.59	neghellequuq#V	neghellequuq	V	[Ind.Intr]^[3Sg]		19	@lleqe(V__)		{}
19.6	neghellequuq#V	neghellequuq	V	[Ind.Intr]^[3Sg]		19	@lleqe(V__)		{}
19.61	neghyugaghtuuq#V	neghyugaghtuuq	V	[Ind.Intr]^[3Sg]		19.6	~aghte(V__)		{}
19.62	neghyukaaguuq#V	neghyukaaguuq	V	[Ind.Intr]^[3Sg]		19.6	@~_(g)kau(V__)		{}
19.63	neghyugnaanghituuq#V	neghyugnaanghituuq	V	[Ind.Intr]^[3Sg]		19.6	@~fnaanghite(V__)		{}
19.64	neghenghilka#N	neghenghilka	N	[Abs.Sg]		19.63	@~_(g)ke(V__)		{}
19.65	neghenghilnguuq#N	neghenghilnguuq	N	[Abs.Sg]		19.63	@ngugh(V__)		{}
19.66	neghenghilka#N	neghenghilka	N	[Abs.Sg]		19.63	@~_(g)ke(V__)		{}
19.67	neghnayanghituuq#V	neghnayanghituuq	V	[Ind.Intr]^[3Sg]		19.66	@__ghite(V__)		{}
19.68	neghesneghituuq#V	neghesneghituuq	V	[Ind.Intr]^[3Sg]		19.67	@__ghite(V__)		{}
19.69	neghesneghituuq#V	neghesneghituuq	V	[Ind.Intr]^[3Sg]		19.67	@__ghite(V__)		{}
19.7	neghessugtuuq#V	neghessugtuuq	V	[Ind.Intr]^[3Sg]		19.67	@~fyug(V__)		{}
19.71	neghumatuuq#V	neghumatuuq	V	[Ind.Intr]^[3Sg]		19.7	@~:(u)te(V__)		{}
19.72	neghumatuuq#V	neghumatuuq	V	[Ind.Intr]^[3Sg]		19.7	@~:(u)te(V__)		{}
19.73	neghumatuuq#V	neghumatuuq	V	[Ind.Intr]^[3Sg]		19.7	@~:(u)te(V__)		{}
19.74	neghumatuuq#V	neghumatuuq	V	[Ind.Intr]^[3Sg]		19.7	@~:(u)te(V__)		{}
19.75	neghumata#N	neghumata	N	[Abs.Sg]		19.7	@~:(u)te(V__)		{}
19.76	neghumata#N	neghumata	N	[Abs.Sg]		19.7	@~:(u)te(V__)		{}
19.77	neghumata#N	neghumata	N	[Abs.Sg]		19.7	@~:(u)te(V__)		{}
19.78	neghnaqsaghtuuq#V	neghnaqsaghtuuq	V	[Ind.Intr]^[3Sg]		19.77	@~fyagh(V__)		{}
19.79	neghnaanghilnguuq#N	neghnaanghilnguuq	N	[Abs.Sg]		19.78	@ngugh(V__)		{}
									
20	allngughtuuq#V	allngughtuuq	V	[Ind.Intr]^[3Sg]					{}
20.1	allngughaghtuuq#V	allngughaghtuuq	V	[Ind.Intr]^[3Sg]		20	~aghte(V__)		{}
20.2	allnguqaghtuuq#V	allnguqaghtuuq	V	[Ind.Intr]^[3Sg]		20	~__aghte(V__)		{}
									
21	mayughtuuq#V	mayughtuuq	V	[Ind.Intr]^[3Sg]					{}
21.1	mayughaghtuuq#V	mayughaghtuuq	V	[Ind.Intr]^[3Sg]		21	~aghte(V__)		{}
21.2	mayiisquuq#V	mayiisquuq	V	[Ind.Intr]^[3Sg]		21	~sf:(e)sqe(CmpdVbl)		{}
21.3	mayuumaaq#V	mayuumaaq	V	[Ind.Intr]^[3Sg]		21	@~:(i/u)ma(V__)		{}
21.4	mayuutuuq#V	mayuutuuq	V	[Ind.Intr]^[3Sg]		21	@~:(u)te(V__)		{}
21.5	mayiisquuq#V	mayiisquuq	V	[Ind.Intr]^[3Sg]		21	~sf:(e)sqe(CmpdVbl)		{}
21.6	mayuutuuq#V	mayuutuuq	V	[Ind.Intr]^[3Sg]		21	@~:(u)te(V__)		{}
21.7	mayulghii#N	mayulghii	N	[Abs.Sg]		21	@__ghii(V__)		{}
21.8	mayuqaaq#N	mayuqaaq	N	[Abs.Sg]		21	@~_(g)kagh(V__)		{}
									
22	iteghtuuq#V	iteghtuuq	V	[Ind.Intr]^[3Sg]					{}
22.1	iitghaataghtuuq#V	iitghaataghtuuq	V	[Ind.Intr]^[3Sg]		22	~aatagh(V__)		{}
22.2	iitghesquuq#V	iitghesquuq	V	[Ind.Intr]^[3Sg]		22	~sf:(e)sqe(CmpdVbl)		{}
22.3	iteghpetuuq#V	iteghpetuuq	V	[Ind.Intr]^[3Sg]		22	+(pete)fte(V__)		{}
22.4	iteghpetuuq#V	iteghpetuuq	V	[Ind.Intr]^[3Sg]		22	+(pete)fte(V__)		{}
22.5	iitqaayaghtuuq#V	iitqaayaghtuuq	V	[Ind.Intr]^[3Sg]		22	@~_(g)kaayagh(V__)		{}
22.6	iitqayuguuq#V	iitqayuguuq	V	[Ind.Intr]^[3Sg]		22	@~_(g)kayugu(V__)		{}
22.7	itelaghatuuq#V	itelaghatuuq	V	[Ind.Intr]^[3Sg]		22	~f__aghate(V__)		{}
22.8	itellghituuq#V	itellghituuq	V	[Ind.Intr]^[3Sg]		22	__lghite(V__)		{}
22.9	itenghituuq#V	itenghituuq	V	[Ind.Intr]^[3Sg]		22	@__ghite(V__)		{}
22.1	iitghigwatuuq#V	iitghigwatuuq	V	[Ind.Intr]^[3Sg]		22	@~:(ng)igate(V__)		{}
22.11	itepigesnaghtuuq#V	itepigesnaghtuuq	V	[Ind.Intr]^[3Sg]		22	__igesnagh(V__)		{}
22.12	iitqaghtuuq#V	iitqaghtuuq	V	[Ind.Intr]^[3Sg]		22	~__agh(V__)		{}
22.13	iitqaghtuuq#V	iitqaghtuuq	V	[Ind.Intr]^[3Sg]		22	~__aghte(V__)		{}
22.14	iteragkiightuuq#V	iteragkiightuuq	V	[Ind.Intr]^[3Sg]		22	@~f__agkiigh(V__)		{}
22.15	iteghtesnaanghituuq#V	iteghtesnaanghituuq	V	[Ind.Intr]^[3Sg]		22	+(te)snaanghite(CmpdVbl)		{}
22.16	iitghutuuq#V	iitghutuuq	V	[Ind.Intr]^[3Sg]		22	@~:(u)te(V__)		{}
22.17	iteghviik#N	iteghviik	N	[Abs.Sg]		22	@~fvig(V__)		{}
22.18	iteghyaghpetuuq#V	iteghyaghpetuuq	V	[Ind.Intr]^[3Sg]		22	@~fyaghpete(V__)		{}
22.19	iitghesquuq#V	iitghesquuq	V	[Ind.Intr]^[3Sg]		22	~sf:(e)sqe(CmpdVbl)		{}
22.2	iitghutuuq#V	iitghutuuq	V	[Ind.Intr]^[3Sg]		22	@~:(u)te(V__)		{}
22.21	itelghii#N	itelghii	N	[Abs.Sg]		22	@__ghii(V__)		{}
22.22	iitqayuuk#N	iitqayuuk	N	[Abs.Sg]		22	~__ayug(V__)		{}
22.23	iteghmiquuq#V	iteghmiquuq	V	[Ind.Intr]^[3Sg]		22	@~fmiqe(CmpdVbl)		{}
22.24	iitghigwatuuq#V	iitghigwatuuq	V	[Ind.Intr]^[3Sg]		22	@~:(ng)igate(V__)		{}
22.25	iteghyaghtuuq#V	iteghyaghtuuq	V	[Ind.Intr]^[3Sg]		22	@~fyagh(V__)		{}
22.26	iitghaquuq#V	iitghaquuq	V	[Ind.Intr]^[3Sg]		22	~(g)aqe(V__)		{}
22.27	iitqaaq#N	iitqaaq	N	[Abs.Sg]		22	@~_(g)kagh(V__)		{}
									
23	atughtuuq#V	atughtuuq	V	[Ind.Intr]^[3Sg]					{}
23.1	atughaataghtuuq#V	atughaataghtuuq	V	[Ind.Intr]^[3Sg]		23	~aatagh(V__)		{}
23.2	atuqataghaghtuuq#V	atuqataghaghtuuq	V	[Ind.Intr]^[3Sg]		23	~__ataghagh(V__)		{}
23.3	atullek#N	atullek	N	[Abs.Sg]		23	__leg(V__)		{}
23.4	atullgiituuq#V	atullgiituuq	V	[Ind.Intr]^[3Sg]		23	__lgiite(V__)		{}
23.5	atughnaaq#V	atughnaaq	V	[Ind.Intr]^[3Sg]		23	@~fna(V__)		{}
23.6	atughnaaq#V	atughnaaq	V	[Ind.Intr]^[3Sg]		23	@~fna(V__)		{}
23.7	atughnaqutkuuq#V	atughnaqutkuuq	V	[Ind.Intr]^[3Sg]		23	@~fnaqutke(V__)		{}
23.8	atuqaghtuuq#V	atuqaghtuuq	V	[Ind.Intr]^[3Sg]		23	~__agh(V__)		{}
23.9	atuqumtaaq#N	atuqumtaaq	N	[Abs.Sg]		23	~__umtaagh(V__)		{}
23.1	atuvagtuuq#V	atuvagtuuq	V	[Ind.Intr]^[3Sg]		23	~f__ag(V__)		{}
23.11	atughyaaghtuuq#V	atughyaaghtuuq	V	[Ind.Intr]^[3Sg]		23	@~fyaaghte(V__)		{}
23.12	atuyiituuq#V	atuyiituuq	V	[Ind.Intr]^[3Sg]		23	@~f__iite(V__)		{}
23.13	atuyu#N	atuyu	N	[Abs.Sg]		23	@~f__u(V__)		{}
23.14	atuyu#N	atuyu	N	[Abs.Sg]		23	@~f__u(V__)		{}
23.15	atuyuuq#V	atuyuuq	V	[Ind.Intr]^[3Sg]		23	@~f__u(V__)		{}
23.16	atughyugtuuq#V	atughyugtuuq	V	[Ind.Intr]^[3Sg]		23	@~fyug(V__)		{}
23.17	atughyugtuuq#V	atughyugtuuq	V	[Ind.Intr]^[3Sg]		23	@~fyug(V__)		{}
23.18	atughyugnaghtuuq#V	atughyugnaghtuuq	V	[Ind.Intr]^[3Sg]		23	@~fyugnagh(V__)		{}
23.19	atuuguuq#V	atuuguuq	V	[Ind.Intr]^[3Sg]		23	~:(ng)u(V__)		{}
23.2	atughaataghaquuq#V	atughaataghaquuq	V	[Ind.Intr]^[3Sg]		23.19	~(g)aqe(V__)		{}
23.21	atuyunguuq#V	atuyunguuq	V	[Ind.Intr]^[3Sg]		23.2	~:(ng)u(N__)		{}
23.22	atuunanightuuq#V	atuunanightuuq	V	[Ind.Intr]^[3Sg]		23.21	@~fnanigh(V__)		{}
23.23	atuunanightestuuq#V	atuunanightestuuq	V	[Ind.Intr]^[3Sg]		23.22	+(te)ste(CmpdVbl)		{}
23.24	atuunanighteslequuq#V	atuunanighteslequuq	V	[Ind.Intr]^[3Sg]		23.23	@lleqe(V__)		{}
									
24	umuuq#V	umuuq	V	[Ind.Intr]^[3Sg]					{}
24.1	umaataghaghtuuq#V	umaataghaghtuuq	V	[Ind.Intr]^[3Sg]		24	~(at)aghagh(V__)		{}
24.2	umuqituuq#V	umuqituuq	V	[Ind.Intr]^[3Sg]		24	~__ite(V__)		{}
24.3	umututkaaq#V	umututkaaq	V	[Ind.Intr]^[3Sg]		24	#NAME?		{}
									
25	taakuuq#V	taakuuq	V	[Ind.Intr]^[3Sg]					{}
25.1	taakataghaghtuuq#V	taakataghaghtuuq	V	[Ind.Intr]^[3Sg]		25	~(at)aghagh(V__)		{}
25.2	taakelleghpigwaaq#N	taakelleghpigwaaq	N	[Abs.Sg]		25	__leghpigagh(V__)		{}
									
26	aanguuq#V	aanguuq	V	[Ind.Intr]^[3Sg]					{}
26.1	aangataghaghtuuq#V	aangataghaghtuuq	V	[Ind.Intr]^[3Sg]		26	~(at)aghagh(V__)		{}
26.2	aangeghllagtuuq#V	aangeghllagtuuq	V	[Ind.Intr]^[3Sg]		26	__hllag(V__)		{}
26.3	aangelleghpigwaaq#N	aangelleghpigwaaq	N	[Abs.Sg]		26	__leghpigagh(V__)		{}
26.4	aangemrugnituuq#V	aangemrugnituuq	V	[Ind.Intr]^[3Sg]		26	__rugnite(V__)		{}
26.5	aangenq#N	aangenq	N	[Abs.Sg]		26	@~f__egh(V__)		{}
26.6	aangenq#N	aangenq	N	[Abs.Sg]		26	@~f__egh(V__)		{}
26.7	aangelghii#N	aangelghii	N	[Abs.Sg]		26	@__ghii(V__)		{}
26.8	aangenghituuq#V	aangenghituuq	V	[Ind.Intr]^[3Sg]		26	@__ghite(V__)		{}
									
27	pinightuuq#V	pinightuuq	V	[Ind.Intr]^[3Sg]					{}
27.1	pinighataghaghtuuq#V	pinighataghaghtuuq	V	[Ind.Intr]^[3Sg]		27	~(at)aghagh(V__)		{}
27.2	pinighraagtuuq#V	pinighraagtuuq	V	[Ind.Intr]^[3Sg]		27	__hraag(V__)		{}
27.3	piniqanightuuq#V	piniqanightuuq	V	[Ind.Intr]^[3Sg]		27	~__anigh(V__)		{}
27.4	piningllaghtuuq#V	piningllaghtuuq	V	[Ind.Intr]^[3Sg]		27	__gllagh(V__)		{}
27.5	piniqumtaaq#N	piniqumtaaq	N	[Abs.Sg]		27	~__umtaagh(V__)		{}
27.6	piniraaghinaaq#N	piniraaghinaaq	N	[Abs.Sg]		27	__aaghinagh*(N__)		{}
27.7	pinirkapiik#N	pinirkapiik	N	[Abs.Sg]		27	__kapig(V__)		{}
27.8	pinighsaghtuuq#V	pinighsaghtuuq	V	[Ind.Intr]^[3Sg]		27	#NAME?		{}
27.9	pinighsaghtuuq#V	pinighsaghtuuq	V	[Ind.Intr]^[3Sg]		27	#NAME?		{}
27.1	pinighsughtuuq#V	pinighsughtuuq	V	[Ind.Intr]^[3Sg]		27	#NAME?		{}
27.11	pinirkapiguuq#V	pinirkapiguuq	V	[Ind.Intr]^[3Sg]		27.1	~:(ng)u(N__)		{}
									
28	uglaghtuuq#V	uglaghtuuq	V	[Ind.Intr]^[3Sg]					{}
28.1	uglaghataghaghtuuq#V	uglaghataghaghtuuq	V	[Ind.Intr]^[3Sg]		28	~(at)aghagh(V__)		{}
									
29	sukatuuq#V	sukatuuq	V	[Ind.Intr]^[3Sg]					{}
29.1	sukataghaghtuuq#V	sukataghaghtuuq	V	[Ind.Intr]^[3Sg]		29	~(at)aghagh(V__)		{}
29.2	sukatepestaaghtuuq#V	sukatepestaaghtuuq	V	[Ind.Intr]^[3Sg]		29	__estaagh(V__)		{}
29.3	sukatepestaaghtuuq#V	sukatepestaaghtuuq	V	[Ind.Intr]^[3Sg]		29	__estaagh(V__)		{}
29.4	sukalragkiighutuuq#V	sukalragkiighutuuq	V	[Ind.Intr]^[3Sg]		29	@~f__agkiighute(V__)		{}
29.5	sukalragkiighutuuq#V	sukalragkiighutuuq	V	[Ind.Intr]^[3Sg]		29	@~f__agkiighute(V__)		{}
29.6	sukalnguuq#N	sukalnguuq	N	[Abs.Sg]		29	@ngugh(V__)		{}
									
30	akingituuq#V	akingituuq	V	[Ind.Intr]^[3Sg]					{}
30.1	akingitaghaghtuuq#V	akingitaghaghtuuq	V	[Ind.Intr]^[3Sg]		30	~(at)aghagh(V__)		{}
									
31	meteghlluuk#N	meteghlluuk	N	[Abs.Sg]					{}
31.1	meteghllugenku#N	meteghllugenku	N	[Abs.Sg]		31	~sf-w:(e)nku(N__)		{}
31.2	meteghllugenku#N	meteghllugenku	N	[Abs.Sg]		31	~sf-w:(e)nku(N__)		{}
									
32	amaa#N	amaa	N	[Abs.Sg]					{}
32.1	amaanku#N	amaanku	N	[Abs.Sg]		32	~sf-w:(e)nku(N__)		{}
32.2	amaankullu#N	amaankullu	N	[Abs.Sg]		32.1	#NAME?		{}
									
33	yuggaaq#N	yuggaaq	N	[Abs.Sg]					{}
33.1	yuggaanku#N	yuggaanku	N	[Abs.Sg]		33	~sf-w:(e)nku(N__)		{}
									
34	mayeraaghpaak#N	mayeraaghpaak	N	[Abs.Sg]					{}
34.1	mayeraaghpagenku#N	mayeraaghpagenku	N	[Abs.Sg]		34	~sf-w:(e)nku(N__)		{}
34.2	mayeraaghpagenkullu#N	mayeraaghpagenkullu	N	[Abs.Sg]		34.1	#NAME?		{}
									
35	Kiyaghneq#N	Kiyaghneq	N	[Abs.Sg]					{}
35.1	Kiyaghneghenku#N	Kiyaghneghenku	N	[Abs.Sg]		35	~sf-w:(e)nku(N__)		{}
									
36	yuuk#N	yuuk	N	[Abs.Sg]					{}
36.1	yugenku#N	yugenku	N	[Abs.Sg]		36	~sf-w:(e)nku(N__)		{}
36.2	yugruuk#N	yugruuk	N	[Abs.Sg]		36	__hrug(N__)		{}
36.3	yugrukutaaq#N	yugrukutaaq	N	[Abs.Sg]		36	__hrukutaagh(N__)		{}
36.4	yukegtuuq#V	yukegtuuq	V	[Ind.Intr]^[3Sg]		36	~__egte(N__)		{}
36.5	yukegtuuq#V	yukegtuuq	V	[Ind.Intr]^[3Sg]		36	~__egte(N__)		{}
36.6	yuksagutuuq#V	yuksagutuuq	V	[Ind.Intr]^[3Sg]		36	__sagute(N__)		{}
36.7	yulinghaaq#N	yulinghaaq	N	[Abs.Sg]		36	__inghagh*(N__)		{}
36.8	yulluggaaq#N	yulluggaaq	N	[Abs.Sg]		36	__luggagh(N__)		{}
36.9	yulluuk#N	yulluuk	N	[Abs.Sg]		36	__lug(N__)		{}
36.1	yumsuggiituuq#V	yumsuggiituuq	V	[Ind.Intr]^[3Sg]		36	__suggiite(N__)		{}
36.11	yupenaaq#N	yupenaaq	N	[Abs.Sg]		36	__enaagh(N__)		{}
36.12	yukruuk#N	yukruuk	N	[Abs.Sg]		36	__rug(N__)		{}
36.13	yusluvegaaq#N	yusluvegaaq	N	[Abs.Sg]		36	__luvegagh(N__)		{}
36.14	yusngwaaghaaq#N	yusngwaaghaaq	N	[Abs.Sg]		36	__ngwaaghagh(N__)		{}
36.15	yusqughhaaq#N	yusqughhaaq	N	[Abs.Sg]		36	__qughhagh*(N__)		{}
36.16	yugsugnituuq#V	yugsugnituuq	V	[Ind.Intr]^[3Sg]		36	#NAME?		{}
36.17	yugyagtuuq#V	yugyagtuuq	V	[Ind.Intr]^[3Sg]		36	#NAME?		{}
36.18	yugyagwa#N	yugyagwa	N	[Abs.Sg]		36	#NAME?		{}
36.19	yuuklu#N	yuuklu	N	[Abs.Sg]		36	#NAME?		{}
36.2	yuuklu#N	yuuklu	N	[Abs.Sg]		36	#NAME?		{}
									
37	laalightuuq#V	laalightuuq	V	[Ind.Intr]^[3Sg]					{}
37.1	laalightesquuq#V	laalightesquuq	V	[Ind.Intr]^[3Sg]		37	~sf:(e)sqe(CmpdVbl)		{}
37.2	laalightaquuq#V	laalightaquuq	V	[Ind.Intr]^[3Sg]		37	~(g)aqe(V__)		{}
37.3	laalightekayugwuuq#V	laalightekayugwuuq	V	[Ind.Intr]^[3Sg]		37	@~_(g)kayugu(V__)		{}
37.4	laalighlleghhii#N	laalighlleghhii	N	[Abs.Sg]		37	@__ghii(V__)		{}
37.5	laalightellghituuq#V	laalightellghituuq	V	[Ind.Intr]^[3Sg]		37	__lghite(V__)		{}
37.6	laalighhnaaq#V	laalighhnaaq	V	[Ind.Intr]^[3Sg]		37	@~fna(V__)		{}
37.7	laalighhnaaq#V	laalighhnaaq	V	[Ind.Intr]^[3Sg]		37	@~fna(V__)		{}
37.8	laalighsigwatuuq#V	laalighsigwatuuq	V	[Ind.Intr]^[3Sg]		37	@~:(ng)igate(V__)		{}
37.9	laalighhniiq#V	laalighhniiq	V	[Ind.Intr]^[3Sg]		37	@~fni(CmpdVbl)		{}
37.1	laalighsugtuuq#V	laalighsugtuuq	V	[Ind.Intr]^[3Sg]		37	@~fyug(V__)		{}
37.11	laalighlleghhii#N	laalighlleghhii	N	[Abs.Sg]		37	@__ghii(V__)		{}
37.12	laalighsigwatuuq#V	laalighsigwatuuq	V	[Ind.Intr]^[3Sg]		37	@~:(ng)igate(V__)		{}
37.13	laalighsugtuuq#V	laalighsugtuuq	V	[Ind.Intr]^[3Sg]		37	@~fyug(V__)		{}
37.14	laalighhneghituuq#V	laalighhneghituuq	V	[Ind.Intr]^[3Sg]		37	@__ghite(V__)		{}
37.15	laalighsupigtuuq#V	laalighsupigtuuq	V	[Ind.Intr]^[3Sg]		37.14	__igte(V__)		{}
									
38	aghveq#N	aghveq	N	[Abs.Sg]					{}
38.1	aghveliightuuq#V	aghveliightuuq	V	[Ind.Intr]^[3Sg]		38	__iigh(N__)		{}
38.2	aghviiguuq#V	aghviiguuq	V	[Ind.Intr]^[3Sg]		38	___i(N__)		{}
38.3	aghveqraak#N	aghveqraak	N	[Abs.Sg]		38	__rag(N__)		{}
38.4	aghvenguuq#V	aghvenguuq	V	[Ind.Intr]^[3Sg]		38	__ge(N__)		{}
38.5	aghveqinghaaq#N	aghveqinghaaq	N	[Abs.Sg]		38	__inghagh(N__)		{}
38.6	aghveghtaaq#N	aghveghtaaq	N	[Abs.Sg]		38	#NAME?		{}
38.7	aghveliighesquuq#V	aghveliighesquuq	V	[Ind.Intr]^[3Sg]		38.6	~sf:(e)sqe(CmpdVbl)		{}
38.8	aghvengegkaaguuq#V	aghvengegkaaguuq	V	[Ind.Intr]^[3Sg]		38.7	@~_(g)kau(V__)		{}
38.9	aghvengegkaaguuq#V	aghvengegkaaguuq	V	[Ind.Intr]^[3Sg]		38.7	@~_(g)kau(V__)		{}
									
39	pumsugtuuq#V	pumsugtuuq	V	[Ind.Intr]^[3Sg]					{}
39.1	pumsugesquuq#V	pumsugesquuq	V	[Ind.Intr]^[3Sg]		39	~sf:(e)sqe(CmpdVbl)		{}
									
40	kenightuuq#V	kenightuuq	V	[Ind.Intr]^[3Sg]					{}
40.1	keniisquuq#V	keniisquuq	V	[Ind.Intr]^[3Sg]		40	~sf:(e)sqe(CmpdVbl)		{}
40.2	keniisquuq#V	keniisquuq	V	[Ind.Intr]^[3Sg]		40	~sf:(e)sqe(CmpdVbl)		{}
									
41	qavaghtuuq#V	qavaghtuuq	V	[Ind.Intr]^[3Sg]					{}
41.1	qaviisquuq#V	qaviisquuq	V	[Ind.Intr]^[3Sg]		41	~sf:(e)sqe(CmpdVbl)		{}
41.2	qavaghaquuq#V	qavaghaquuq	V	[Ind.Intr]^[3Sg]		41	~(g)aqe(V__)		{}
41.3	qavaghllagtuuq#V	qavaghllagtuuq	V	[Ind.Intr]^[3Sg]		41	__hllag(V__)		{}
41.4	qavaqaaguuq#V	qavaqaaguuq	V	[Ind.Intr]^[3Sg]		41	@~_(g)kau(V__)		{}
41.5	qavaamaaq#V	qavaamaaq	V	[Ind.Intr]^[3Sg]		41	@~:(i/u)ma(V__)		{}
41.6	qavaghlaataquuq#V	qavaghlaataquuq	V	[Ind.Intr]^[3Sg]		41	@laataqu(V__)		{}
41.7	qavalghii#N	qavalghii	N	[Abs.Sg]		41	@__ghii(V__)		{}
41.8	qavaghllequuq#V	qavaghllequuq	V	[Ind.Intr]^[3Sg]		41	@lleqe(V__)		{}
41.9	qavallghituuq#V	qavallghituuq	V	[Ind.Intr]^[3Sg]		41	__lghite(V__)		{}
41.1	qavallgilliquuq#V	qavallgilliquuq	V	[Ind.Intr]^[3Sg]		41	__lgilliqe(V__)		{}
41.11	qavaghlliquuq#V	qavaghlliquuq	V	[Ind.Intr]^[3Sg]		41	#NAME?		{}
41.12	qavaghmiquuq#V	qavaghmiquuq	V	[Ind.Intr]^[3Sg]		41	@~fmiqe(CmpdVbl)		{}
41.13	qavamsiightuuq#V	qavamsiightuuq	V	[Ind.Intr]^[3Sg]		41	__siigh(V__)		{}
41.14	qavaghnaaq#V	qavaghnaaq	V	[Ind.Intr]^[3Sg]		41	@~fna(V__)		{}
41.15	qavaghnaaq#V	qavaghnaaq	V	[Ind.Intr]^[3Sg]		41	@~fna(V__)		{}
41.16	qavaghnaaq#V	qavaghnaaq	V	[Ind.Intr]^[3Sg]		41	@~fna(V__)		{}
41.17	qavaghnaaq#V	qavaghnaaq	V	[Ind.Intr]^[3Sg]		41	@~fna(V__)		{}
41.18	qavaghnaquuq#V	qavaghnaquuq	V	[Ind.Intr]^[3Sg]		41	@~fnaqe(V__)		{}
41.19	qavanaaq#N	qavanaaq	N	[Abs.Sg]		41	@~f__egh(V__)		{}
41.2	qavanghiightuuq#V	qavanghiightuuq	V	[Ind.Intr]^[3Sg]		41	@__ghiighte(V__)		{}
41.21	qavanghituuq#V	qavanghituuq	V	[Ind.Intr]^[3Sg]		41	@__ghite(V__)		{}
41.22	qaviigwatuuq#V	qaviigwatuuq	V	[Ind.Intr]^[3Sg]		41	@~:(ng)igate(V__)		{}
41.23	qaviinaghtuuq#V	qaviinaghtuuq	V	[Ind.Intr]^[3Sg]		41	:(ng)inagh(V__)		{}
41.24	qavangllaghtuuq#V	qavangllaghtuuq	V	[Ind.Intr]^[3Sg]		41	__gllagh(V__)		{}
41.25	qavaaguuq#V	qavaaguuq	V	[Ind.Intr]^[3Sg]		41	~:(ng)u(V__)		{}
41.26	qavaaguuq#V	qavaaguuq	V	[Ind.Intr]^[3Sg]		41	~:(ng)u(V__)		{}
41.27	qavanghituuq#V	qavanghituuq	V	[Ind.Intr]^[3Sg]		41	@__ghite(V__)		{}
41.28	qavaghpagtuuq#V	qavaghpagtuuq	V	[Ind.Intr]^[3Sg]		41	#NAME?		{}
41.29	qavapagunghituuq#V	qavapagunghituuq	V	[Ind.Intr]^[3Sg]		41	__agunghite(V__)		{}
41.3	qavapanghituuq#V	qavapanghituuq	V	[Ind.Intr]^[3Sg]		41	__anghite(V__)		{}
41.31	qavaqiinaghtuuq#V	qavaqiinaghtuuq	V	[Ind.Intr]^[3Sg]		41	__iinagh(V__)		{}
41.32	qavaghsugnituuq#V	qavaghsugnituuq	V	[Ind.Intr]^[3Sg]		41	#NAME?		{}
41.33	qavaghtesigatuuq#V	qavaghtesigatuuq	V	[Ind.Intr]^[3Sg]		41	+(te)sigate(CmpdVbl)		{}
